timestamp,elapsed_ms,session,event,payload
2026-09-10T15:13:36,89,lesson-3249-1789033416,tts,"{""turn"": 0, ""words"": 17, ""synth_ms"": 2, ""audio_s"": 5.61, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": false, ""transport"": ""ws""}"
2026-09-10T15:13:36,89,lesson-3249-1789033416,tts,"{""turn"": 0, ""words"": 17, ""synth_ms"": 2, ""audio_s"": 5.61, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": false, ""transport"": ""ws""}"
2026-09-10T15:13:36,89,lesson-3249-1789033416,speak,"{""turn"": 0, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen.""}"
2026-09-10T15:13:36,90,lesson-3249-1789033416,speak,"{""turn"": 0, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen.""}"
2026-09-10T15:13:42,5730,lesson-3249-1789033416,playback_confirmed,"{""turn"": 0}"
2026-09-10T15:13:42,5730,lesson-3249-1789033416,playback_confirmed,"{""turn"": 0}"
2026-09-10T15:13:42,6462,lesson-3249-1789033416,stop,"{""cursor"": {""turn_id"": 0, ""words_heard"": null, ""text"": """", ""was_last_item"": true, ""playing"": false}}"
2026-09-10T15:13:42,6462,lesson-3249-1789033416,stop,"{""cursor"": {""turn_id"": 0, ""words_heard"": null, ""text"": """", ""was_last_item"": true, ""playing"": false}}"
2026-09-10T15:13:42,6463,lesson-3249-1789033416,vad_start,"{""turn"": 1, ""stop_ms"": 0.17, ""cursor"": {""turn_id"": 0, ""words_heard"": null, ""text"": """", ""was_last_item"": true, ""playing"": false}}"
2026-09-10T15:13:42,6463,lesson-3249-1789033416,vad_start,"{""turn"": 1, ""stop_ms"": 0.17, ""cursor"": {""turn_id"": 0, ""words_heard"": null, ""text"": """", ""was_last_item"": true, ""playing"": false}}"
2026-09-10T15:13:44,7831,lesson-3249-1789033416,transcript,"{""text"": ""English."", ""lang"": ""en"", ""prob"": 1.0, ""vad_s"": 0.83, ""whisper_ms"": 514, ""cursor"": null, ""since_vad_start_ms"": 1368}"
