timestamp,elapsed_ms,session,event,payload
2026-09-09T01:18:22,75,demo-1788896902,tts,"{""turn"": 0, ""words"": 17, ""synth_ms"": 0, ""audio_s"": 4.89, ""cached"": true}"
2026-09-09T01:18:22,76,demo-1788896902,speak,"{""turn"": 0, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen.""}"
2026-09-09T01:18:25,3041,demo-1788896902,stop,"{""cursor"": {""turn_id"": 0, ""words_heard"": 10, ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen."", ""was_last_item"": true, ""playing"": true}}"
2026-09-09T01:18:25,3041,demo-1788896902,vad_start,"{""turn"": 1, ""stop_ms"": 0.18, ""cursor"": {""turn_id"": 0, ""words_heard"": 10, ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen."", ""was_last_item"": true, ""playing"": true}}"
2026-09-09T01:18:27,5325,demo-1788896902,transcript,"{""text"": ""Fuck."", ""lang"": ""en"", ""prob"": 0.65, ""vad_s"": 1.03, ""whisper_ms"": 1236, ""cursor"": {""word_index"": 10}, ""since_vad_start_ms"": 2285}"
2026-09-09T01:18:27,5330,demo-1788896902,interrupt,"{""turn"": 1, ""cursor"": null, ""heard"": ""You can say it, or tap it on the screen.""}"
2026-09-09T01:18:27,5335,demo-1788896902,tts,"{""turn"": 1, ""words"": 10, ""synth_ms"": 0, ""audio_s"": 4.25, ""cached"": true}"
2026-09-09T01:18:27,5336,demo-1788896902,speak,"{""turn"": 1, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Great. What shall we study today, and for which class?""}"
2026-09-09T01:18:27,5363,demo-1788896902,graph_turn_done,"{""ms"": 36, ""intent"": null, ""turn"": 1}"
2026-09-09T01:18:31,9588,demo-1788896902,playback_confirmed,"{""turn"": 1}"
2026-09-09T01:18:35,13000,demo-1788896902,stop,"{""cursor"": {""turn_id"": 1, ""words_heard"": null, ""text"": """", ""was_last_item"": true, ""playing"": false}}"
2026-09-09T01:18:35,13000,demo-1788896902,vad_start,"{""turn"": 2, ""stop_ms"": 0.2, ""cursor"": {""turn_id"": 1, ""words_heard"": null, ""text"": """", ""was_last_item"": true, ""playing"": false}}"
2026-09-09T01:18:39,17903,demo-1788896902,transcript,"{""text"": ""Yo yo, ask me the language again."", ""lang"": ""hi"", ""prob"": 0.31, ""vad_s"": 2.04, ""whisper_ms"": 2861, ""cursor"": null, ""since_vad_start_ms"": 4903}"
2026-09-09T01:18:39,17909,demo-1788896902,interrupt,"{""turn"": 2, ""cursor"": null, ""heard"": ""What shall we study today, and for which class?""}"
2026-09-09T01:18:39,17923,demo-1788896902,tts,"{""turn"": 2, ""words"": 8, ""synth_ms"": 11, ""audio_s"": 2.33, ""cached"": true}"
2026-09-09T01:18:39,17923,demo-1788896902,speak,"{""turn"": 2, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Got it. And which class is this for?""}"
2026-09-09T01:18:39,17945,demo-1788896902,graph_turn_done,"{""ms"": 40, ""intent"": null, ""turn"": 2}"
