timestamp,elapsed_ms,session,event,payload
2026-09-10T14:44:00,88,lesson-x67d-1789031640,tts,"{""turn"": 0, ""words"": 17, ""synth_ms"": 1, ""audio_s"": 5.61, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": false, ""transport"": ""ws""}"
2026-09-10T14:44:00,88,lesson-x67d-1789031640,tts,"{""turn"": 0, ""words"": 17, ""synth_ms"": 1, ""audio_s"": 5.61, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": false, ""transport"": ""ws""}"
2026-09-10T14:44:00,88,lesson-x67d-1789031640,speak,"{""turn"": 0, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen.""}"
2026-09-10T14:44:00,89,lesson-x67d-1789031640,speak,"{""turn"": 0, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen.""}"
2026-09-10T14:44:02,2394,lesson-x67d-1789031640,stop,"{""cursor"": {""turn_id"": 0, ""words_heard"": 7, ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen."", ""was_last_item"": true, ""playing"": true}}"
2026-09-10T14:44:02,2394,lesson-x67d-1789031640,stop,"{""cursor"": {""turn_id"": 0, ""words_heard"": 7, ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen."", ""was_last_item"": true, ""playing"": true}}"
2026-09-10T14:44:02,2395,lesson-x67d-1789031640,transcript,"{""text"": ""English"", ""lang"": null, ""prob"": 1.0, ""vad_s"": 0.0, ""whisper_ms"": 0, ""cursor"": {""word_index"": 7}, ""since_vad_start_ms"": null}"
2026-09-10T14:44:02,2395,lesson-x67d-1789031640,transcript,"{""text"": ""English"", ""lang"": null, ""prob"": 1.0, ""vad_s"": 0.0, ""whisper_ms"": 0, ""cursor"": {""word_index"": 7}, ""since_vad_start_ms"": null}"
2026-09-10T14:44:02,2402,lesson-x67d-1789031640,interrupt,"{""turn"": 1, ""cursor"": null, ""heard"": ""You can say it, or tap it on the screen.""}"
2026-09-10T14:44:02,2402,lesson-x67d-1789031640,interrupt,"{""turn"": 1, ""cursor"": null, ""heard"": ""You can say it, or tap it on the screen.""}"
2026-09-10T14:44:02,2411,lesson-x67d-1789031640,tts,"{""turn"": 1, ""words"": 13, ""synth_ms"": 2, ""audio_s"": 5.37, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": true, ""transport"": ""ws""}"
2026-09-10T14:44:02,2411,lesson-x67d-1789031640,tts,"{""turn"": 1, ""words"": 13, ""synth_ms"": 2, ""audio_s"": 5.37, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": true, ""transport"": ""ws""}"
2026-09-10T14:44:02,2412,lesson-x67d-1789031640,speak,"{""turn"": 1, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Lovely. So, what are we learning today, and which class is it for?""}"
2026-09-10T14:44:02,2412,lesson-x67d-1789031640,speak,"{""turn"": 1, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Lovely. So, what are we learning today, and which class is it for?""}"
2026-09-10T14:44:02,2428,lesson-x67d-1789031640,graph_turn_done,"{""ms"": 30, ""intent"": null, ""turn"": 1}"
2026-09-10T14:44:02,2428,lesson-x67d-1789031640,graph_turn_done,"{""ms"": 30, ""intent"": null, ""turn"": 1}"
2026-09-10T14:44:07,7791,lesson-x67d-1789031640,playback_confirmed,"{""turn"": 1}"
2026-09-10T14:44:07,7791,lesson-x67d-1789031640,playback_confirmed,"{""turn"": 1}"
2026-09-10T14:44:11,10974,lesson-x67d-1789031640,stop,"{""cursor"": {""turn_id"": 1, ""words_heard"": null, ""text"": """", ""was_last_item"": true, ""playing"": false}}"
2026-09-10T14:44:11,10974,lesson-x67d-1789031640,stop,"{""cursor"": {""turn_id"": 1, ""words_heard"": null, ""text"": """", ""was_last_item"": true, ""playing"": false}}"
2026-09-10T14:44:11,10974,lesson-x67d-1789031640,vad_start,"{""turn"": 2, ""stop_ms"": 0.27, ""cursor"": {""turn_id"": 1, ""words_heard"": null, ""text"": """", ""was_last_item"": true, ""playing"": false}}"
2026-09-10T14:44:11,10974,lesson-x67d-1789031640,vad_start,"{""turn"": 2, ""stop_ms"": 0.27, ""cursor"": {""turn_id"": 1, ""words_heard"": null, ""text"": """", ""was_last_item"": true, ""playing"": false}}"
2026-09-10T14:44:14,13863,lesson-x67d-1789031640,transcript,"{""text"": ""Robert Frost for class 9."", ""lang"": ""en"", ""prob"": 1.0, ""vad_s"": 2.23, ""whisper_ms"": 651, ""cursor"": null, ""since_vad_start_ms"": 2889}"
2026-09-10T14:44:14,14180,lesson-x67d-1789031640,transcript,"{""text"": ""Robert Frost for class 9."", ""lang"": ""en"", ""prob"": 1.0, ""vad_s"": 2.23, ""whisper_ms"": 651, ""cursor"": null, ""since_vad_start_ms"": 2889}"
2026-09-10T14:44:14,14190,lesson-x67d-1789031640,interrupt,"{""turn"": 2, ""cursor"": null, ""heard"": ""So, what are we learning today, and which class is it for?""}"
2026-09-10T14:44:14,14191,lesson-x67d-1789031640,interrupt,"{""turn"": 2, ""cursor"": null, ""heard"": ""So, what are we learning today, and which class is it for?""}"
2026-09-10T14:44:18,18341,lesson-x67d-1789031640,tts,"{""turn"": 2, ""words"": 15, ""synth_ms"": 4146, ""audio_s"": 5.37, ""cached"": false, ""first_audio_ms"": 401, ""timestamps"": true, ""transport"": ""ws"", ""streamed"": true, ""status"": ""done""}"
2026-09-10T14:44:18,18341,lesson-x67d-1789031640,tts,"{""turn"": 2, ""words"": 15, ""synth_ms"": 4146, ""audio_s"": 5.37, ""cached"": false, ""first_audio_ms"": 401, ""timestamps"": true, ""transport"": ""ws"", ""streamed"": true, ""status"": ""done""}"
2026-09-10T14:44:18,18342,lesson-x67d-1789031640,speak,"{""turn"": 2, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Okay, Robert Frost, class 9. Give me a moment while I get the lesson ready.""}"
2026-09-10T14:44:18,18342,lesson-x67d-1789031640,speak,"{""turn"": 2, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Okay, Robert Frost, class 9. Give me a moment while I get the lesson ready.""}"
2026-09-10T14:44:22,22678,lesson-x67d-1789031640,tts,"{""turn"": 2, ""words"": 2, ""synth_ms"": 2, ""audio_s"": 1.21, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": true, ""transport"": ""ws""}"
2026-09-10T14:44:22,22678,lesson-x67d-1789031640,tts,"{""turn"": 2, ""words"": 2, ""synth_ms"": 2, ""audio_s"": 1.21, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": true, ""transport"": ""ws""}"
2026-09-10T14:44:22,22679,lesson-x67d-1789031640,filler,"{""turn"": 2, ""text"": ""Hang on...""}"
2026-09-10T14:44:22,22679,lesson-x67d-1789031640,filler,"{""turn"": 2, ""text"": ""Hang on...""}"
2026-09-10T14:44:24,24210,lesson-x67d-1789031640,ingest,"{""sections"": 18, ""lesson_sections"": 8, ""beats"": 30, ""upfront"": 1, ""background"": 2}"
2026-09-10T14:44:24,24210,lesson-x67d-1789031640,ingest,"{""sections"": 18, ""lesson_sections"": 8, ""beats"": 30, ""upfront"": 1, ""background"": 2}"
2026-09-10T14:44:26,26415,lesson-x67d-1789031640,localized_bg,"{""section"": ""s1"", ""ok"": false}"
2026-09-10T14:44:26,26415,lesson-x67d-1789031640,localized_bg,"{""section"": ""s1"", ""ok"": false}"
2026-09-10T14:44:28,28627,lesson-x67d-1789031640,localize_retry,"{""attempt"": 1, ""got"": 29, ""want"": 36}"
